dataset,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd
1,0.8025166369275645,0.0059340779642327,0.7724700340332794,0.0956179678214351,0.8338156038457919,0.0056182435719497,0.8069809684187824,0.0054801771494844,0.8962910850331317,0.0037573582879603,0.5637262385054338,0.0053184053186195,0.5009810594052709,0.0061233817514465
2,0.7395172856929767,0.0339486607090458,0.6897215242160338,0.026758803656031,0.7701639645221621,0.0386564751186333,0.7347331704014779,0.0497744775862773,0.7220468601195599,0.025596889918539,0.7012225626197608,0.0425137398022918,0.5997114270306242,0.0247034556877996
3,0.7586181818181819,0.0927293800513168,0.6907636363636362,0.09889292797232,0.8749818181818183,0.0320155150634035,0.727709090909091,0.0331673221414526,0.6702545454545453,0.0343168619720779,0.5763636363636364,0.0003833063830507,0.5762181818181817,0.0003513061029379
4,1.0,0.0,1.0,0.0,0.8,0.1333333333333333,0.92,0.2529822128134703,0.6199999999999999,0.2573367875415838,0.8,0.0,0.76,0.1264911064067351
5,0.871586879432624,0.0062618823887939,0.2051861702127659,0.2472054725948208,0.9454343971631208,0.0296404153231497,0.7873670212765959,0.0528501698488926,0.8758421985815602,0.0784766302405791,0.871586879432624,0.0062618823887939,0.871586879432624,0.0062618823887939
6,0.865336879432624,0.0096477907768862,0.3716755319148936,0.2687094329890985,0.949290780141844,0.0415303211570414,0.7369237588652482,0.0215662841496833,0.9049645390070922,0.0506558418441522,0.865336879432624,0.0096477907768862,0.865336879432624,0.0096477907768862
7,0.8777777777777779,0.011712139482105,0.42,0.363257627934226,0.9222222222222224,0.0282065670587552,0.5799999999999998,0.0821187203076479,0.8777777777777779,0.1022383240136464,0.8777777777777779,0.011712139482105,0.8777777777777779,0.011712139482105
8,0.7194444444444444,0.1553239015840517,0.5791666666666667,0.104766789809145,0.7194444444444444,0.1661256651619923,0.7194444444444444,0.1553239015840517,0.6291666666666667,0.1472848108281566,0.8041666666666666,0.13441083397855,0.7708333333333333,0.1583915314310741
9,0.7810224089635854,0.1605049383513896,0.6679691876750701,0.1730929389430903,0.9928711484593836,0.0100316901517055,0.9774229691876752,0.0259681139051394,0.9821428571428572,0.0258698508142962,0.7098879551820729,0.0691325631579335,0.6230672268907563,0.0056143077327291
10,0.8200000000000001,0.1751190071541826,0.76,0.1264911064067351,0.86,0.1646545204697129,0.72,0.1932183566158591,0.8600000000000001,0.1646545204697129,0.4,0.0,0.62,0.1751190071541826
11,0.8385885885885885,0.038682893326456,0.8436186186186185,0.0494217951429981,0.8256006006006007,0.1910762019975922,0.5677927927927928,0.221884649339307,0.8436186186186185,0.0494217951429981,0.8548798798798798,0.0118548379925867,0.8548798798798798,0.0118548379925867
12,,,,,,,,,,,0.5799999999999998,0.0740370277731452,,
13,0.7333333333333333,0.052704627669473,0.7000000000000001,0.1372121003914274,0.7916666666666666,0.0900102874778869,0.5666666666666667,0.1165343164633501,0.675,0.2435906807599306,0.6499999999999999,0.0351364184463153,0.6166666666666666,0.1054092553389459
14,0.493956043956044,0.0640999476179774,0.5912087912087912,0.0610305219037612,0.7725274725274726,0.1056317788193223,0.5087912087912088,0.1937794718341699,0.6450549450549451,0.2143592748101921,0.5236263736263735,0.0355188604603615,0.5302197802197801,0.0862654860885032
15,,,,,,,,,,,0.7718931475029036,0.0112632421500383,,
16,,,,,,,,,,,0.7166666666666667,0.0442123569863456,,
17,,,,,,,,,,,0.5790640394088669,0.025337420851868,,
18,0.9137362637362638,0.0736732852208009,0.7637362637362637,0.1959792542035961,0.9351648351648352,0.0228461042190661,0.2362637362637362,0.3120333061997885,0.7280219780219781,0.2577314210210493,0.9351648351648352,0.0228461042190661,0.9351648351648352,0.0228461042190661
19,0.7300000000000001,0.2668749186833079,0.73,0.2213594362117865,0.82,0.1549193338482966,0.8800000000000001,0.1619327706865482,0.79,0.2601281735350223,0.8099999999999999,0.0316227766016837,0.8099999999999999,0.0316227766016837
20,0.99,0.0316227766016837,0.99,0.0316227766016837,0.79,0.1197218999737864,0.8700000000000001,0.105934990547138,0.99,0.0316227766016837,0.7699999999999999,0.0948683298050513,0.74,0.0516397779494322
21,0.6416666666666667,0.1926504542711077,0.6,0.2629368792488718,0.7083333333333334,0.105774626470332,0.4416666666666666,0.2358658857261531,0.5333333333333333,0.3583225665910466,0.7083333333333334,0.105774626470332,0.7083333333333334,0.105774626470332
22,0.7844444444444444,0.0980187826685778,0.7133333333333333,0.1184953681093674,0.721111111111111,0.1465141369228381,0.5022222222222222,0.1216935817796685,0.718888888888889,0.1331325648945101,0.7533333333333333,0.0467899605847519,0.7533333333333333,0.0467899605847519
23,0.85,0.1129781410568121,0.7611111111111111,0.1001028277906635,0.8400000000000001,0.1198078021875894,0.4911111111111111,0.1872331205385729,0.7711111111111111,0.1090173090043569,0.7933333333333333,0.0348226941438315,0.7933333333333333,0.0348226941438315
24,0.8055379746835444,0.0059015192956537,0.8055379746835444,0.0059015192956537,0.8055379746835444,0.0059015192956537,0.5309810126582278,0.1337409190143006,0.7666613924050633,0.0193310214178667,0.8055379746835444,0.0059015192956537,0.8055379746835444,0.0059015192956537
25,,,,,,,,,,,0.9126126126126126,0.0109722678116787,,
26,0.938095238095238,0.1123513547249929,0.9238095238095236,0.1126872339638022,0.892857142857143,0.1005465036453962,0.9238095238095236,0.1126872339638022,0.9214285714285716,0.1144894568372273,0.7333333333333334,0.0547561533671757,0.9357142857142856,0.1144894568372273
27,0.7333333333333333,0.087488976377909,0.8033333333333333,0.0507961308918331,0.9433333333333334,0.0916919157145677,0.96,0.0843274042711567,0.8800000000000001,0.1146115285175789,0.6233333333333333,0.0545463898161492,0.6233333333333333,0.0545463898161492
28,0.8416666666666666,0.2305722885494126,0.775,0.2223957655694232,0.8749999999999998,0.1631575017287601,0.875,0.1631575017287601,0.8416666666666668,0.1687371394276382,0.7833333333333334,0.1531560972454469,0.7833333333333334,0.1531560972454469
29,0.52,0.1719172927763683,0.51,0.3134042472944842,0.74,0.2998147576235848,0.665,0.3206330543714349,0.55,0.262466929133727,0.595,0.222922507711636,0.5700000000000001,0.1960725489313699
30,0.7899999999999999,0.052967495273569,0.7750000000000001,1.1702778228589004e-16,0.8825,0.0312916389258643,0.6975,0.0248607231502938,0.8325000000000001,0.0601502747753953,0.7750000000000001,1.1702778228589004e-16,0.7750000000000001,1.1702778228589004e-16
31,0.425,0.1440700275543326,0.4,0.2249828525701843,0.5333333333333333,0.3561626761072135,0.4583333333333333,0.3245367068207756,0.575,0.1440700275543326,0.4666666666666666,0.1808757844011078,0.4916666666666667,0.3273773448574686
32,,,,,,,,,,,0.78,0.0318416219575713,,
33,0.9732142857142858,0.0566258856858346,0.9732142857142858,0.0566258856858346,0.8714285714285716,0.176936964318945,0.4446428571428572,0.1102235668715068,0.5696428571428571,0.1461548932963488,0.5803571428571428,0.0378807204207079,0.4946428571428572,0.0926164462849281
34,,,,,,,,,,,0.9067164179104475,0.0039331811693636,,
35,0.6166666666666666,0.314760343871451,0.5666666666666667,0.1405456737852612,0.7833333333333333,0.1765583175785633,0.6666666666666666,0.2078698548207745,0.6333333333333333,0.2459549291242073,0.7166666666666667,0.2229155849748764,0.6166666666666666,0.0805076485899413
36,0.9444852941176471,0.0195656715614987,0.8073529411764706,0.2494960799800535,0.7786764705882353,0.1530617140639278,0.6683823529411764,0.1859097305477618,0.7275735294117647,0.2355011471756143,0.9444852941176471,0.0195656715614987,0.9444852941176471,0.0195656715614987
37,0.9517094017094015,0.0988257951632384,0.9289173789173788,0.0999148950317706,0.9243589743589744,0.0971599781964687,0.9435897435897436,0.1006226506171722,0.9401709401709402,0.136484781390353,0.928062678062678,0.0118470797244773,0.9206552706552706,0.0269113919682782
38,0.6841591591591591,0.0111694062741668,0.6409159159159159,0.0970222834386193,0.5907657657657658,0.0635078239602383,0.3623123123123123,0.0536927643446768,0.5821321321321321,0.0627287083144771,0.6841591591591591,0.0111694062741668,0.6841591591591591,0.0111694062741668
39,0.5536363636363636,0.0945192271314184,0.5318181818181819,0.2367227264532651,0.739090909090909,0.1595476848098743,0.6763636363636364,0.160474503008118,0.3399999999999999,0.192809206902314,0.5290909090909091,0.0558431490898882,0.5936363636363635,0.0562119170134329
40,,,,,,,,,,,0.5712121212121213,0.0376592967319338,,
41,0.93,0.0483045891539647,0.8300000000000001,0.294580681270476,0.93,0.0483045891539647,0.13,0.1494434118097326,0.8200000000000001,0.1316561177208766,0.93,0.0483045891539647,0.93,0.0483045891539647
42,,,,,,,,,,,0.7177777777777778,0.0532097333216829,,
43,1.0,0.0,1.0,0.0,0.819047619047619,0.2147848390480763,0.7285714285714285,0.2264896378633266,0.7738095238095238,0.1728811183396187,0.6142857142857142,0.2120102585024,0.7785714285714287,0.1799505825056337
44,0.7138888888888889,0.1787300882460601,0.5888888888888889,0.1480323621608247,0.6,0.1844661968431554,0.6625,0.2208726380116428,0.638888888888889,0.183207027198235,0.5694444444444444,0.2169513798862959,0.5055555555555555,0.0175682092231576
45,0.875,0.1317615691736824,0.875,0.1317615691736824,0.775,0.0790569415042094,0.9,0.1290994448735805,0.825,0.1687371394276382,0.575,0.1687371394276382,0.525,0.0790569415042094
46,0.6329302987197724,0.0575897010525847,0.6250355618776672,0.0629567334272656,0.6461593172119487,0.0643994087042085,0.4300853485064011,0.0124327633623587,0.5483641536273115,0.081622751506696,0.5592460881934566,0.0241473034412658,0.5699146514935989,0.0124327633623587
47,,,,,,,,,,,0.6166666666666667,0.0805076485899413,,
48,0.8719780219780221,0.1491982805881374,0.8340659340659341,0.1553605907168937,0.9016483516483518,0.1186510724357976,0.8587912087912087,0.2177878249977509,0.8395604395604396,0.1471780103015113,0.5252747252747253,0.1617994784726338,0.7384615384615385,0.2064030245327681
49,0.9370534573982848,0.176926602172017,0.76544851912668,0.2269890333933146,0.9148336678221736,0.2041754838386442,0.9368223560177584,0.1049992828870251,0.9558237547892722,0.0905992236816137,0.9370534573982848,0.176926602172017,0.7603655050781489,0.0006404842124186
50,,,,,,,,,,,0.875,0.1631575017287601,,
51,0.845,0.1862644476126468,0.7849999999999999,0.223668902124944,0.845,0.1862644476126468,0.745,0.1707011683875915,0.725,0.1751983003469053,0.5,0.0942809041582063,0.845,0.1862644476126468
52,0.5225254394079556,0.1530072786893666,0.5466697502312673,0.1024812036803913,0.5586031452358927,0.2721558073203169,0.6309435707678076,0.2192471298475368,0.5019426456984274,0.0606204018541932,0.5407030527289546,0.0482028317948838,0.4957446808510639,0.1170516004793844
53,0.5149999999999999,0.1826502425706331,0.6699999999999999,0.0918936583472681,0.575,0.2324387613496892,0.5700000000000001,0.1619327706865482,0.6599999999999999,0.2503331114069145,0.565,0.1700490125424627,0.615,0.1667499791770768
54,0.7231617647058823,0.0554877818535305,0.6919117647058823,0.145258588971967,0.7536764705882353,0.1017968610651724,0.6724264705882353,0.2472785967133858,0.7610294117647058,0.1413197972071164,0.7330882352941177,0.1608261542881449,0.711764705882353,0.0275776140765396
55,0.8552309612983772,0.0348307496878429,0.8052309612983771,0.0494568149933699,0.9766416978776528,0.0212425925461137,0.8474282147315855,0.0379609748392199,0.9320848938826468,0.0274322928659914,0.7616978776529338,0.0053819180722842,0.7616978776529338,0.0053819180722842
56,0.8552309612983772,0.0348307496878429,0.8052309612983771,0.0494568149933699,0.9766416978776528,0.0212425925461137,0.8474282147315855,0.0379609748392199,0.9320848938826468,0.0274322928659914,0.7616978776529338,0.0053819180722842,0.7616978776529338,0.0053819180722842
57,,,,,,,,,,,0.5090338164251207,0.0518308686201329,,
58,0.7854545454545454,0.2257871878575784,0.5942532467532468,0.197370913502151,0.5167857142857144,0.2367165440399597,0.8693831168831169,0.0338410932035756,0.6831493506493506,0.1119569207406234,0.7908116883116882,0.2282986558842506,0.8568831168831167,0.0008213708208229
59,0.9446103896103896,0.1381701272056409,0.9374350649350648,0.1368260771778844,0.9496428571428572,0.0839509426449462,0.983896103896104,0.0196554197601047,0.9820454545454546,0.0239732905870118,0.9660389610389613,0.0055442530405549,0.9660389610389613,0.0055442530405549
60,0.9124350649350648,0.2083069950180743,0.8302922077922078,0.3082595365548749,0.8749350649350649,0.1472101616518335,0.9749350649350648,0.0192371766178098,0.8995779220779221,0.0752801981564764,0.957077922077922,0.009167631314336,0.9624350649350648,0.0156287323834379
61,1.0,0.0,1.0,0.0,0.9928246753246752,0.0092637784677425,1.0,0.0,0.9981818181818184,0.0057495957457606,0.9767532467532468,0.008603998202449,0.946396103896104,0.1448188193656403
62,0.8446640316205534,0.0645935750115278,0.8446640316205534,0.0645935750115278,0.8938735177865611,0.0749487092900991,0.9112648221343872,0.0922663663621895,0.8893280632411067,0.066407605932821,0.7480237154150198,0.0174354153726825,0.7966403162055335,0.071846997911459
63,,,,,,,,,,,0.7611111111111112,0.1484487690654154,,
64,,,,,,,,,,,,,,
65,,,,,,,,,,,0.5225641025641026,0.0051353226959999,,
66,0.94375,0.0748261874836165,0.9125,0.1029090752935705,0.94375,0.0687815584134132,0.9375,0.0883883476483184,0.9245833333333332,0.0873444384372921,0.6729166666666667,0.0767353255364514,0.5475,0.1777365403561625
67,,,,,,,,,,,0.6685714285714286,0.0260771960956432,,
68,0.94375,0.0748261874836165,0.9125,0.1029090752935705,0.925,0.1171122443546266,0.9120833333333334,0.1109278001758434,0.9245833333333332,0.0873444384372921,0.85,0.1148670729340851,0.6666666666666667,0.1062295731998496
69,0.861111111111111,0.0292803487052627,0.6944444444444444,0.1742119233539516,0.788888888888889,0.1007516333980403,0.3277777777777778,0.0805076485899413,0.6833333333333333,0.1815381619726292,0.861111111111111,0.0292803487052627,0.861111111111111,0.0292803487052627
70,0.4496671786994367,0.1412904408850593,0.5358422939068099,0.1864957092893876,0.9217101894521248,0.0917180302391329,0.8673579109062979,0.1082249661049167,0.7921915002560163,0.0607203427632993,0.6800563236047108,0.0452239334784839,0.6987967229902715,0.0888683194988594
71,0.7262835820895521,0.2119665675215963,0.2256915422885572,0.170967156166261,0.8845597014925373,0.0537147275995147,0.8132537313432836,0.1201973791939735,0.2426194029850746,0.2083532267920883,0.7136218905472635,0.1453367760722679,0.7586218905472636,0.1852011833473076
72,0.7557358765895351,0.013628851241413,0.6580800500312696,0.014726816278602,0.8132316328657792,0.0072106677578266,0.80163554602579,0.0110444019692288,0.7335191637630663,0.0103500841978615,0.6895753298192323,0.0004788092316868,0.6895753298192323,0.0004788092316868
73,0.7941898210190893,0.0070867865965206,0.7125271747222967,0.0106227197601112,0.9052744274695492,0.0104644808711823,0.9041738884421812,0.0065829402988816,0.9144268739390692,0.0107427467150597,0.7465817921915483,0.0120641148168122,0.5963134697281038,0.0005575035208534
74,0.7155555555555555,0.1565400942167651,0.6233333333333333,0.1709691570865842,0.6766666666666666,0.1769618622355423,0.6966666666666667,0.1786283663880506,0.5999999999999999,0.1548484811879027,0.6177777777777778,0.2072221394763678,0.5222222222222223,0.1011592613610937
75,,,,,,,,,,,0.6364285714285715,0.0229487252571837,,
76,0.9961538461538462,0.0121626063852629,0.9961538461538462,0.0121626063852629,0.9603076923076924,0.0377179400024393,0.7818461538461539,0.1129085903281421,0.6899999999999998,0.1059573307989252,0.5435384615384615,0.1150640561388378,0.5112307692307692,0.0717144237924398
77,0.85,0.2415229457698239,0.85,0.2415229457698239,0.875,0.2429563289518875,0.9,0.2415229457698239,0.875,0.1767766952966369,0.625,0.1317615691736824,0.675,0.1687371394276382
78,0.7969019607843136,0.1108011748018812,0.7732156862745098,0.0991752998481051,0.7947450980392157,0.1278799150488597,0.7402352941176471,0.1997816912680416,0.556470588235294,0.1673256739320658,0.5869411764705882,0.0060103716585622,0.5849803921568627,0.0744104486063972
79,0.8065490196078431,0.1016442295660474,0.7571764705882353,0.1019910797961369,0.5956470588235294,0.1511046032929344,0.5815686274509805,0.1366133778323949,0.5471764705882352,0.0993410817287145,0.5592941176470589,0.0080278893590528,0.5592941176470589,0.0080278893590528
80,0.6964285714285714,0.0868229027158139,0.6370689655172413,0.1718548391259398,0.6956896551724138,0.0624633703776277,0.6330049261083743,0.1331429578310388,0.6602216748768472,0.0771417360553431,0.7029556650246306,0.0143243536864133,0.7029556650246306,0.0143243536864133
81,,,,,,,,,,,0.9227743271221532,0.0294471761710095,,
82,0.5834975369458129,0.0512554678599253,0.5522167487684729,0.0928806960469576,0.5900246305418719,0.0826652464419493,0.4788177339901477,0.0432568230654425,0.5798029556650246,0.0612300056923376,0.573399014778325,0.0133803276108133,0.580295566502463,0.0076314942782412
83,,,,,,,,,,,0.589090909090909,0.0403838333308065,,
84,0.7845454545454544,0.161492692736119,0.7172727272727272,0.1865273978698746,0.7845454545454547,0.1569363483938608,0.5581818181818182,0.1694912172570388,0.8118181818181818,0.1299890508915993,0.5900000000000001,0.1317014460464479,0.589090909090909,0.0403838333308065
85,0.7598837209302325,0.0436041726454746,0.686046511627907,0.0296859051217272,0.8203003875968993,0.0393284669898657,0.7440406976744185,0.0721828949576445,0.6371608527131783,0.0401248407084251,0.5866279069767442,0.0623651888891753,0.59375,0.0002553518782435
86,0.7002352466729399,0.0017145476402759,0.7002352466729399,0.0017145476402759,0.8617018416453824,0.0932923590788266,0.8554409194784245,0.1079898541903684,0.647140072590402,0.1609600323737536,0.7002352466729399,0.0017145476402759,0.7002352466729399,0.0017145476402759
87,,,,,,,,,,,,,,
88,,,,,,,,,,,0.625609756097561,0.0094024662652198,,
89,0.876449275362319,0.0434430211455924,0.7867753623188405,0.046814513726181,0.8344202898550724,0.0676770473256598,0.8717391304347826,0.0546142156285118,0.8552536231884058,0.049571741173065,0.8378623188405797,0.045352211501242,0.7746376811594202,0.1039847357554687
90,,,,,,,,,,,0.5478494623655914,0.0145525892836285,,
91,0.8464285714285715,0.2639530295602968,0.5428571428571429,0.2363327624413818,0.8875,0.2389938399949997,0.8464285714285715,0.2639530295602968,0.7749999999999999,0.235581973446934,0.8464285714285715,0.2639530295602968,0.6678571428571429,0.0625425025550652
92,0.44,0.06992058987801,0.6199999999999999,0.1398411797560202,0.5900000000000001,0.2330951164939611,0.77,0.1888562063228706,0.71,0.2233582075700127,0.4599999999999999,0.0843274042711567,0.5,0.1333333333333333
93,0.8833333333333332,0.249072353016221,0.5,0.1571348402636772,0.8166666666666667,0.2539806544591658,0.85,0.2539806544591658,0.8333333333333333,0.2721655269759087,0.4,0.1165343164633501,0.4,0.1165343164633501
94,0.7678571428571428,0.1202322016471675,0.8464285714285713,0.1062128953485498,0.6696428571428571,0.1229278358813296,0.6714285714285714,0.1475422227126635,0.6767857142857142,0.1821953705812101,0.6535714285714286,0.066921282488358,0.6535714285714286,0.066921282488358
95,0.795,0.1640629960309962,0.795,0.0955975359979999,0.65,0.1247219128924647,0.675,0.1903943276465977,0.8600000000000001,0.0966091783079295,0.63,0.0632455532033676,0.63,0.0632455532033676
96,0.9416666666666668,0.1245361765081105,0.7833333333333333,0.1531560972454469,0.9416666666666668,0.1245361765081105,0.9416666666666668,0.1245361765081105,0.8833333333333332,0.1531560972454469,0.5333333333333333,0.1531560972454469,0.5333333333333333,0.1531560972454469
97,0.6166666666666667,0.2918650119236377,0.5916666666666667,0.2058181505871411,0.7666666666666667,0.1459325059618188,0.7333333333333333,0.1995364999563108,0.5916666666666667,0.2058181505871411,0.5333333333333333,0.1254621087848468,0.5333333333333333,0.1254621087848468
98,0.7166666666666667,0.2865288212939473,0.5249999999999999,0.2665798469780017,0.6583333333333334,0.2167734779458519,0.725,0.1714588818001218,0.6166666666666667,0.2297341458681703,0.6666666666666667,0.0962250448649376,0.6666666666666667,0.0962250448649376
99,0.7749999999999999,0.1947438575874145,0.6785714285714286,0.2429563289518875,0.7267857142857143,0.1309659083922137,0.825,0.1601179412247135,0.7374999999999999,0.1184658403456379,0.7749999999999999,0.1947438575874145,0.6964285714285715,0.0376461626210521
100,0.725,0.1245361765081105,0.6083333333333333,0.2636694994463174,0.6,0.2908056072956089,0.6083333333333333,0.2941035762792539,0.5583333333333333,0.2325715076548275,0.5666666666666667,0.086066296582387,0.5666666666666667,0.086066296582387
101,0.635,0.1434689281110489,0.485,0.2517163306404872,0.505,0.1517490618678671,0.6849999999999999,0.1292069829554287,0.7849999999999999,0.1841647812874835,0.4549999999999999,0.0831664996658309,0.6849999999999999,0.1748809118609956
102,0.5799999999999998,0.0172132593164774,0.7000000000000001,0.0684934889218775,0.5833333333333333,0.0671280331866365,0.6033333333333333,0.059731911358736,0.7233333333333334,0.0629520687742902,0.5833333333333333,0.0175682092231576,0.59,0.0545463898161492
103,0.66,0.2319003617456811,0.66,0.2319003617456811,0.6799999999999999,0.2859681411936962,0.62,0.3326659986633239,0.62,0.1751190071541826,0.4600000000000001,0.0966091783079295,0.4600000000000001,0.0966091783079295
104,0.7699999999999999,0.2201009869229223,0.585,0.2345800029366906,0.61,0.1837873166945362,0.615,0.2199115984006098,0.425,0.1550089603144856,0.37,0.214993539954628,0.6,0.187082869338697
105,0.5933333333333333,0.1897366596101027,0.58,0.1799862820561474,0.6499999999999999,0.0932936423541481,0.6333333333333332,0.1305260013830081,0.5766666666666667,0.1449137674618943,0.6666666666666666,0.0769800358919501,0.6666666666666666,0.0769800358919501
106,0.5577777777777777,0.1760564817712274,0.5244444444444445,0.1742552248913083,0.6577777777777778,0.1733080070133072,0.6533333333333334,0.1655352543688427,0.5611111111111111,0.1150237048390335,0.47,0.076988945102777,0.5511111111111111,0.201720990540626
107,0.5611111111111111,0.1289665581220751,0.6911111111111111,0.2153760229824113,0.53,0.093117033312945,0.6077777777777779,0.1641413623413541,0.7188888888888889,0.2183018385854017,0.5633333333333334,0.0892046859448147,0.5633333333333334,0.0892046859448147
108,0.6166666666666667,0.2194268628681278,0.775,0.2665798469780017,0.4666666666666666,0.1531560972454469,0.6,0.1165343164633501,0.3916666666666666,0.347055515536344,0.6333333333333334,0.0702728368926306,0.6333333333333334,0.0702728368926306
109,0.6428571428571428,0.1337484090980374,0.5142857142857143,0.1314684396244359,0.5666666666666667,0.1369133882720496,0.6095238095238096,0.1547924267826653,0.7714285714285715,0.1717662752497623,0.6714285714285714,0.1466859054241006,0.5785714285714285,0.1664965117814008
110,0.7833333333333333,0.1531560972454469,0.85,0.1610152971798826,0.85,0.1610152971798826,0.875,0.1631575017287601,0.7833333333333333,0.1531560972454469,0.6333333333333334,0.0702728368926306,0.6333333333333334,0.0702728368926306
111,0.55,0.2581988897471611,0.75,0.2357022603955158,0.65,0.268741924943285,0.675,0.2898754521821014,0.45,0.2297341458681703,0.475,0.1419115530493866,0.55,0.1972026594366538
112,0.5833333333333333,0.1800205749557739,0.5,0.0785674201318386,0.6166666666666666,0.1932503014547343,0.6333333333333333,0.1531560972454469,0.5,0.2721655269759087,0.6,0.086066296582387,0.6,0.086066296582387
113,0.8142857142857143,0.233770242069211,0.8142857142857143,0.233770242069211,0.8142857142857143,0.233770242069211,0.8142857142857143,0.233770242069211,0.7464285714285714,0.1618784992705241,0.5428571428571428,0.0499432784842929,0.6785714285714285,0.2363027766818953
114,0.6666666666666667,0.1360827634879543,0.6333333333333334,0.1531560972454469,0.6666666666666667,0.1571348402636772,0.6833333333333333,0.1229774645621036,0.8,0.1531560972454469,0.6,0.1165343164633501,0.55,0.0805076485899413
115,0.6678571428571429,0.0625425025550652,0.6642857142857143,0.1572149906592302,0.7321428571428571,0.2751004763878891,0.5678571428571428,0.2090633468430018,0.6928571428571428,0.1498298354528788,0.6678571428571429,0.0625425025550652,0.6678571428571429,0.0625425025550652
116,0.7,0.2330686329267003,0.675,0.310440746021078,1.0,0.0,0.9,0.2249828525701843,1.0,0.0,0.4666666666666666,0.1531560972454469,0.4666666666666666,0.1531560972454469
117,0.65,0.1229774645621036,0.5166666666666667,0.1657381543352922,0.6833333333333332,0.1657381543352922,0.6166666666666666,0.1372121003914274,0.4833333333333333,0.1834174891024353,0.65,0.1229774645621036,0.6,0.1405456737852613
118,0.7649999999999999,0.147290340635238,0.76,0.1629587541544042,0.8,0.2368778400591982,0.76,0.2492210085669166,0.6799999999999999,0.2359378449224852,0.76,0.1629587541544042,0.5650000000000001,0.1748809118609956
