dataset,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd
119,0.675,0.2371708245126284,0.825,0.2371708245126284,0.65,0.1748014746950252,0.575,0.1687371394276382,0.725,0.1844661968431554,0.675,0.2371708245126284,0.475,0.0790569415042094
120,0.8333333333333333,0.188398055086813,0.8583333333333332,0.2188987589427282,0.75,0.1521451548625461,0.725,0.1714588818001218,0.5583333333333333,0.2665798469780017,0.5916666666666667,0.0997682499781554,0.5916666666666667,0.0997682499781554
121,0.8066666666666666,0.2204372758691065,0.75,0.3092204455572388,0.9266666666666667,0.095322713731232,0.8333333333333334,0.1662958838566196,0.9433333333333336,0.0916919157145677,0.7866666666666667,0.2554105869012374,0.8566666666666667,0.1987926520737588
122,0.425,0.2058181505871411,0.725,0.2188987589427282,0.425,0.3545341231030441,0.45,0.368932393686311,0.65,0.2934469476943168,0.6,0.1748014746950252,0.525,0.2751262336536529
123,0.3083333333333333,0.1245361765081105,0.4666666666666666,0.3122993182790043,0.3833333333333333,0.1531560972454469,0.375,0.1973982000493318,0.3833333333333333,0.2194268628681277,0.2833333333333333,0.1054092553389459,0.3166666666666667,0.0351364184463153
124,0.825,0.2058181505871411,0.725,0.2188987589427282,0.7,0.1972026594366538,0.3083333333333333,0.1043054630862143,0.7666666666666667,0.1459325059618188,0.6916666666666667,0.1043054630862143,0.7166666666666667,0.0805076485899413
125,0.5,0.0353553390593273,0.4575,0.0677515887472594,0.485,0.0834998336658356,0.5025,0.0877575574460051,0.545,0.0483045891539647,0.525,0.0666666666666666,0.5,0.0424918292799398
126,0.495,0.0421637021355783,0.475,0.0857969178415583,0.4974999999999999,0.0660912668629945,0.505,0.0674948557710552,0.4575,0.0624166110369133,0.5075000000000001,0.0391755309118105,0.5025000000000001,0.0660912668629945
127,0.4574999999999999,0.0457195557478173,0.505,0.0621378396076908,0.4425,0.0745821694508815,0.4899999999999999,0.0567646212197546,0.5075000000000001,0.0677515887472594,0.5,0.0311804782231161,0.51,0.0394405318873307
128,0.5325,0.0553398590529466,0.4925,0.0677515887472594,0.48,0.0926462807312486,0.4600000000000001,0.0625832778517286,0.5025000000000001,0.09010025280517,0.55,0.0311804782231161,0.5075000000000001,0.0687689367859258
129,0.55,0.0577350269189625,0.545,0.0831664996658309,0.5725,0.0415832498329154,0.5700000000000001,0.0610100173924104,0.53,0.0848200709999964,0.5875,0.0131761569173682,0.585,0.0174801474695025
130,0.7713235294117646,0.2258615335414992,0.8143382352941178,0.1704026380776471,0.8404411764705882,0.2014670101299555,0.8213235294117647,0.2201602602125439,0.8143382352941178,0.1704026380776471,0.5529411764705883,0.0213108481561609,0.5529411764705883,0.0213108481561609
131,0.9480026338893768,0.0838566150879478,0.8512291483757682,0.0115555868758097,0.8559701492537313,0.1230611560648179,1.0,0.0,1.0,0.0,0.7827480245829674,0.0072522801113127,0.8958516242317822,0.0169938885946273
132,0.6415204678362574,0.2305730610498123,0.4818713450292398,0.1159622892406984,0.668421052631579,0.1833353800537183,0.4532163742690058,0.0668476732923284,0.5421052631578946,0.1704187618902453,0.5298245614035088,0.020620428135061,0.5298245614035088,0.020620428135061
133,0.8873517786561264,0.0685618541831762,0.824901185770751,0.0821800716045419,0.9098814229249012,0.0567162688002305,0.8877470355731225,0.0795210029604463,0.8057312252964428,0.1361998022891928,0.8873517786561264,0.0685618541831762,0.5853754940711463,0.0645640071971937
134,0.5,0.1054092553389459,0.6399999999999999,0.2065591117977289,0.5999999999999999,0.1333333333333333,0.6399999999999999,0.1837873166945363,0.6199999999999999,0.1988857852023506,0.42,0.0632455532033675,0.4599999999999999,0.0966091783079295
135,0.9732142857142858,0.0566258856858346,0.9446428571428572,0.0983314596846747,0.9732142857142858,0.0566258856858346,0.6214285714285713,0.2070196678027062,1.0,0.0,0.5821428571428571,0.0225876975726312,0.5964285714285714,0.1961939435662158
136,,,,,,,,,,,0.680923076923077,0.0153366774502717,,
137,0.8166666666666668,0.1239772978023411,0.75,0.2038215147538238,0.7099999999999999,0.1515760820247552,0.3933333333333333,0.064406118871953,0.75,0.2038215147538238,0.6066666666666666,0.064406118871953,0.6066666666666666,0.064406118871953
138,0.975,0.0790569415042094,0.975,0.0790569415042094,0.75,0.0962250448649376,0.95,0.1054092553389459,0.975,0.0790569415042094,0.725,0.0402538242949706,0.725,0.0402538242949706
139,0.8800000000000001,0.1735255344642715,0.8400000000000001,0.1882669499525725,0.8699999999999999,0.1475729574745243,0.905,0.1234908903522847,0.86,0.1696401419999929,0.665,0.0944281031614353,0.91,0.1505545305418162
140,0.78,0.2529822128134703,0.7,0.2108185106778919,0.7766666666666666,0.2266503262083917,0.7766666666666666,0.2061103623825873,0.7566666666666666,0.2330951164939611,0.6333333333333333,0.1924500897298752,0.4566666666666666,0.2131770260709264
141,0.6096669750231267,0.1454770174684896,0.4765032377428307,0.1670334241119271,0.4980573543015726,0.0863584733801481,0.7504162812210915,0.2136604559695462,0.5819611470860314,0.1378282321617221,0.5192876965772433,0.0580529867367585,0.5671137835337651,0.1628005960335292
142,,,,,,,,,,,,,,
143,,,,,,,,,,,0.7567946748591909,0.0004495013953611,,
144,,,,,,,,,,,0.6402150537634407,0.1026782570729239,,
145,0.7427272727272728,0.0948683298050513,0.77,0.2203615861490785,0.6936363636363636,0.0783261528858357,0.5909090909090908,0.1761229222632774,0.7609090909090909,0.2361323654885566,0.7036363636363637,0.0371629326466809,0.6945454545454546,0.0415935998467236
146,0.6361095789667219,0.0082342690913062,0.4330851259422688,0.0260474712209093,0.6720490899062328,0.0301027224245323,0.6157198014340872,0.0406930869682624,0.6176916712630999,0.0633878307523007,0.5682248575105717,0.0073853189825288,0.5872311086596801,0.0242056004815122
148,,,,,,,,,,,0.6630630630630632,0.0128814478015178,,
149,,,,,,,,,,,0.7002578838785735,0.0035900926203896,,
150,,,,,,,,,,,0.5284204345273047,0.0032661032505172,,
151,1.0,0.0,1.0,0.0,0.844,0.0126491106406735,1.0,0.0,0.914,0.1627677281691101,0.8400000000000001,1.1702778228589004e-16,0.8400000000000001,1.1702778228589004e-16
152,0.9035714285714288,0.0891665871955905,0.8482142857142858,0.1127029537426279,0.8892857142857142,0.1070766991512802,0.7642857142857142,0.0882077788230604,0.85,0.1176103717640806,0.8357142857142856,0.0451753951452625,0.8357142857142856,0.0451753951452625
153,0.7892857142857144,0.034617188075499,0.855952380952381,0.0825644804019033,0.7326190476190476,0.1519506573449871,0.9278571428571428,0.0475402787677586,0.9619047619047618,0.0437588849272705,0.7226190476190476,0.0731817474045762,0.7702380952380953,0.0836257153456386
154,0.8560796926650586,0.0099922494318602,0.8015127013907503,0.0119076940679203,0.9154069507728044,0.0075265825354831,0.8930656064802406,0.0142468731751263,0.7604956967152089,0.0135275148077726,0.6976318532416094,0.0005585588164001,0.7392542958396617,0.0108433758613739
155,0.8386251824056702,0.0123435263201122,0.7955302421156079,0.0432428493110032,0.8963629053872957,0.0079329058368852,0.8199466928735222,0.0100470965296097,0.7603735965931088,0.0135678151957481,0.7353517079126836,0.0108367587400444,0.6976318532416094,0.0005585588164001
156,,,,,,,,,,,0.5550724637681159,0.0070006650947774,,
158,0.6000000000000001,0.1165343164633501,0.6166666666666667,0.1765583175785633,0.75,0.161970885967925,0.7,0.1531560972454469,0.5666666666666667,0.2744242007828549,0.6000000000000001,0.1165343164633501,0.5666666666666667,0.086066296582387
159,0.6087670224512329,0.0233260028123038,0.4640694393325972,0.058586179740009,0.6360618329039383,0.0363171936166232,0.6280161943319837,0.0355211960326049,0.4493424119739909,0.0577185200006444,0.5092810698073856,0.0011724932874459,0.5078824684087844,0.0052959329271808
160,,,,,,,,,,,0.740309932785661,0.0039637710733386,,
161,0.696067415730337,0.0375420777015505,0.3794050051072523,0.1358749129108336,0.6858401430030644,0.0499225839032039,0.5977272727272728,0.0308072414516486,0.3805286006128702,0.1334460058074684,0.696067415730337,0.0375420777015505,0.696067415730337,0.0375420777015505
162,0.7237704918032787,0.0371649019526601,0.3412215758857747,0.144495809119766,0.7221311475409836,0.0325382234289529,0.7189317821258594,0.0324958318488185,0.3477525118984664,0.1441523880810045,0.7237704918032787,0.0371649019526601,0.6732152300370176,0.0184256274647054
163,0.9857142857142858,0.0451753951452625,0.9857142857142858,0.0451753951452625,0.9238095238095236,0.1312766547818116,0.8023809523809524,0.1687511372823578,0.5738095238095238,0.1696445975961958,0.9857142857142858,0.0451753951452625,0.5571428571428572,0.0301169300968416
164,0.9408888888888888,0.0030298540632614,0.8908282828282829,0.0636115748131068,0.8836161616161616,0.102349589939047,0.8695959595959597,0.1225691341437209,0.8766464646464647,0.0634280487558615,0.9408888888888888,0.0030298540632614,0.9408888888888888,0.0030298540632614
165,0.6705069124423965,1.1702778228589004e-16,0.4714285714285714,0.1312856415938995,0.5806451612903225,0.1640248048658705,0.5792626728110599,0.1610678005635967,0.2039170506912442,0.1064918918439186,0.6705069124423965,1.1702778228589004e-16,0.5682027649769585,0.16472532706882
166,0.9743878106294211,0.0202403920347275,0.8914157446036641,0.0148255473283334,0.9743878106294211,0.0202403920347275,0.9892300018138944,0.0229143090298777,0.7265055323780156,0.1274645370983817,0.886717758026483,0.0027496152407912,0.886717758026483,0.0027496152407912
167,0.8071505090505378,0.0002179482522303,0.5013157194138549,0.3327197268151611,0.7683349783799548,0.0991076502917742,0.5593564410727611,0.1526267769559724,0.6784894856090208,0.0793099841621656,0.8071505090505378,0.0002179482522303,0.8071505090505378,0.0002179482522303
168,0.7832517223945799,0.0001977254535222,0.5291750908242876,0.3196175205920586,0.7469012314319821,0.0765248728217193,0.451756874283916,0.0927943535131457,0.6490124219924228,0.0667703804830687,0.7832517223945799,0.0001977254535222,0.7832517223945799,0.0001977254535222
169,0.7707977056992528,0.000115655696168,0.3238212638320926,0.2662767015912933,0.7599917974328625,0.0341266835733076,0.4264878101335422,0.1233946731795996,0.5351698701143778,0.1189261574621749,0.7707977056992528,0.000115655696168,0.7707977056992528,0.000115655696168
170,0.724101909361609,6.133395721425348e-05,0.2698787544440061,0.2628043127492113,0.6999154124238675,0.0685403682917053,0.440271887887981,0.1346585585713861,0.4913557890603727,0.118706198678726,0.724101909361609,6.133395721425348e-05,0.724101909361609,6.133395721425348e-05
171,0.8064378509353125,4.349444040654402e-05,0.3968988088421611,0.3369545966762668,0.8059689677298565,0.0014688132753558,0.2934182394567171,0.0403347261107847,0.5637997626045875,0.1270649231346423,0.8064378509353125,4.349444040654402e-05,0.8064378509353125,4.349444040654402e-05
172,0.7478179930094727,9.867674360944837e-05,0.3192017830086613,0.2679997183515296,0.7289216182901914,0.051533451408232,0.3783915218337635,0.0855449907866835,0.4898873130618749,0.1346680969323474,0.7478179930094727,9.867674360944837e-05,0.7478179930094727,9.867674360944837e-05
173,0.6746835443037975,0.1260254984094672,0.6139240506329113,0.054445096626852,0.6455696202531647,0.1019666326885617,0.6113924050632911,0.1040492982964906,0.2860759493670887,0.2080130262136929,0.6329113924050632,0.1636347631195385,0.6101265822784809,0.1612013154063335
174,0.94,0.1349897115421105,0.92,0.1398411797560202,0.96,0.0843274042711567,0.96,0.1264911064067351,0.92,0.1398411797560202,0.92,0.1032795558988644,0.96,0.1264911064067351
175,1.0,0.0,1.0,0.0,1.0,0.0,0.9858894737879774,0.0188229240826725,0.4051162240492104,0.1351087219814656,0.7309506910352714,0.0011620045430797,0.685038741349737,0.1445734981013654
176,0.814924506387921,0.0585533350030306,0.8240418118466899,0.1309815281690468,0.8410569105691057,0.0773766032136321,0.8434959349593496,0.0808095188378289,0.735075493612079,0.1042894532452007,0.8146922183507549,0.0748568247632789,0.5580720092915215,0.0591840866787393
177,,,,,,,,,,,0.6745098039215687,0.0445212715449056,,
178,0.8,0.1885618083164126,0.73,0.1766981104093143,0.7466666666666667,0.1853924765743485,0.41,0.0316227766016837,0.6900000000000001,0.2601281735350222,0.5899999999999999,0.0316227766016837,0.5899999999999999,0.0316227766016837
179,1.0,0.0,1.0,0.0,0.9033333333333332,0.102379106664795,0.94,0.1349897115421105,1.0,0.0,0.8633333333333333,0.1337493509849258,0.8633333333333333,0.1337493509849258
180,,,,,,,,,,,0.7712321523003702,0.0015607927813276,,
181,0.972857142857143,0.035068230654103,0.9523809523809524,0.0470869745212423,0.8980952380952383,0.0580266747810229,0.9590476190476191,0.0487795107104914,0.9790476190476192,0.0476824974108408,0.972857142857143,0.035068230654103,0.758095238095238,0.1742969898338894
182,0.7264367816091954,0.2448056999793009,0.6873563218390805,0.2465498634968656,0.8788505747126436,0.1220584064143699,0.8206896551724139,0.1568496461025942,0.9020689655172416,0.1120528200047406,0.6597701149425287,0.0059356066608542,0.6494252873563218,0.0538964851298258
183,0.7066666666666667,0.0843274042711568,0.7766666666666666,0.1735966660657278,0.8366666666666667,0.157487996799129,0.93,0.1201336704068934,0.8300000000000001,0.1766981104093143,0.7066666666666667,0.0843274042711568,0.7066666666666667,0.0843274042711568
184,,,,,,,,,,,0.5777777777777777,0.00780809298807,,
185,0.9364577587972956,0.0094374992591673,0.8807667002852325,0.0168477168265876,0.9396831712813402,0.009625278817226,0.9329504625179256,0.011154255964376,0.9107880139306932,0.00817128357832,0.5833924941298834,0.0122346120820974,0.5744145641930756,0.0147644848076603
186,0.8344044084510776,0.018013277128144,0.7614824952062844,0.0231392912745856,0.8806383594447242,0.0161892284187856,0.8750692548312701,0.0163723274003065,0.8080285899848899,0.0158198768385244,0.5909451793335629,0.0216881743357338,0.5247472806157163,0.0094221509501992
187,,,,,,,,,,,0.7846096096096096,0.0681870629344577,,
188,0.7175495557074505,0.0422379106125569,0.623838004101162,0.0665689663693876,0.7734962406015038,0.0365404028560128,0.7564935064935066,0.0348241186513667,0.6796650717703349,0.0589050760442961,0.7175495557074505,0.0422379106125569,0.6549555707450445,0.0329695807557943
189,0.65,0.2273030282830976,0.51,0.2503331114069145,0.625,0.2288255036290996,0.675,0.20172864061517,0.5900000000000001,0.2525426256650108,0.54,0.2389793110524656,0.625,0.2983752298328026
190,0.585,0.1292069829554287,0.3399999999999999,0.2726414006223804,0.72,0.2299758441421378,0.6599999999999999,0.1837873166945363,0.38,0.1686548085423135,0.6950000000000001,0.2140223248998934,0.5900000000000001,0.201108041719978
191,1.0,0.0,1.0,0.0,0.8999999999999998,0.1312092340712395,0.7935483870967742,0.2225572685246495,0.8806451612903224,0.1426910485809344,0.6580645161290324,0.2041312253777941,0.5870967741935484,0.1135923668494129
192,0.4485979194934419,0.0868192325158893,0.4637946630483943,0.0745496519077805,0.5590230664857531,0.0886904786743475,0.5121890547263682,0.0796693080767345,0.497105382180009,0.0633769744354407,0.5044097693351425,0.0669547791801011,0.5014699231117141,0.0966412118192589
193,0.5121438263229308,0.0796674964545798,0.5361374943464495,0.0404412635600267,0.5273857982813207,0.110010670543714,0.4850067842605156,0.0849599403505101,0.5243102668475803,0.056593592952877,0.4834011759384894,0.0267857558675448,0.4923563998190864,0.0881078372408113
194,0.4909543193125282,0.0648243980255926,0.5073496155585707,0.0621952447704899,0.5286974219810041,0.0876602646313034,0.5030529172320216,0.0812926120016596,0.4954093170511081,0.0753168016759956,0.5481456354590681,0.0595862592418648,0.53322026232474,0.0471074864950323
195,0.4682270465852555,0.0512808293114668,0.515083672546359,0.0606007209065386,0.5500226142017187,0.0867819675845045,0.5076436001809137,0.0584119767054987,0.5002261420171867,0.0708874969579281,0.5013568521031206,0.0720710189676265,0.4879014020805064,0.0708108438882729
196,,,,,,,,,,,,,,
197,0.8806595365418894,0.0535377110672473,0.8046345811051694,0.1476824674016414,0.9672014260249556,0.0261566165266383,0.6620320855614972,0.1615505048207688,0.9283422459893046,0.0477457412553101,0.5744206773618539,0.0120623066254674,0.5744206773618539,0.0120623066254674
198,0.7782387052731722,0.0298321222804221,0.6631138659520542,0.0623479192585404,0.8465563156786278,0.0257204536869817,0.7487802929620834,0.0380809912515531,0.6378087394787105,0.0185319971801824,0.6910657094925815,0.000391939150304,0.691005468528726,0.0002055563104262
199,0.8699999999999999,0.1888562063228706,0.8533333333333333,0.1458902005526209,0.8333333333333334,0.2211083193570266,0.85,0.1557538418764021,0.8366666666666667,0.1759980359037432,0.5666666666666667,0.0608580619450184,0.6566666666666665,0.0916919157145678
200,,,,,,,,,,,0.6970936690114773,0.0411137727886582,,
201,0.9241666666666668,0.1175364403698479,0.91875,0.1142988893695433,0.93625,0.126443059209362,0.7425,0.2830390628713837,0.9625,0.0671854812358212,0.60125,0.0285348227804398,0.8116666666666668,0.1689290887829477
202,0.7476190476190476,0.1502496452850696,0.7071428571428571,0.1966749296853624,0.6857142857142857,0.177039282458396,0.7333333333333334,0.128855261857793,0.4666666666666667,0.1817442988757758,0.6738095238095239,0.084029593222644,0.6690476190476191,0.1211195362065692
203,0.618421052631579,0.0434896675657562,0.628421052631579,0.037025441911241,0.7210526315789473,0.0575615077772734,0.6605263157894736,0.0645795169098454,0.5665789473684212,0.1102966843194675,0.6442105263157896,0.0167725170564451,0.6542105263157895,0.0292304078591698
204,0.7022418902274495,0.0070933953828733,0.6067015821298686,0.0108891802599615,0.8356556611528374,0.0056109372415667,0.8658753189040317,0.0037454205829422,0.825206151793866,0.0058765578148054,0.5036546059021346,0.0067446349485055,0.5007845598817464,0.0066443851469613
205,0.673,0.0380204623269569,0.612,0.0274064063881259,0.841,0.0292308816911916,0.86,0.0336650164612069,0.728,0.0345768066130398,0.499,0.0196920739836559,0.499,0.0299814757623584
206,0.692,0.0633859430613584,0.6020000000000001,0.0571158666416103,0.807,0.046200048100023,0.8560000000000001,0.0323865541373096,0.6540000000000001,0.0579655069847577,0.478,0.020976176963403,0.485,0.0254950975679639
207,0.7,0.0301846171271247,0.611,0.0414862761779255,0.8450000000000001,0.038944404818493,0.876,0.0435124503255485,0.852,0.0335989417822777,0.7,0.0301846171271247,0.6039999999999999,0.0474224513167432
208,0.6799999999999999,0.0394405318873307,0.602,0.0475628239512985,0.8089999999999999,0.0338132124077753,0.8470000000000001,0.0349761823721991,0.629,0.0591514064827615,0.5039999999999999,0.0117378779077726,0.507,0.0105934990547138
209,0.4800000000000001,0.0788810637746615,0.54,0.1429840705968481,0.8399999999999999,0.1349897115421106,0.8400000000000001,0.1349897115421106,0.7,0.105409255338946,0.45,0.097182531580755,0.51,0.0875595035770913
210,0.58,0.1686548085423136,0.67,0.105934990547138,0.78,0.1032795558988644,0.73,0.1766981104093143,0.63,0.170293863659264,0.62,0.1686548085423136,0.5,0.0942809041582063
211,0.6300000000000001,0.1567021236472421,0.5399999999999999,0.1505545305418162,0.82,0.1475729574745243,0.86,0.1349897115421105,0.85,0.1581138830084189,0.72,0.1398411797560202,0.55,0.1581138830084189
212,0.5000000000000001,0.1763834207376393,0.4599999999999999,0.1776388345929896,0.6599999999999999,0.06992058987801,0.73,0.1251665557034572,0.6699999999999999,0.0823272602348564,0.5599999999999999,0.06992058987801,0.56,0.0843274042711567
213,0.728,0.090037029419382,0.6119999999999999,0.0905293077160957,0.804,0.1023284472231994,0.8400000000000001,0.0979795897113271,0.716,0.122854927997754,0.424,0.0983418075444574,0.508,0.0534997403939703
214,0.644,0.0440201973845844,0.6,0.04618802153517,0.808,0.0526624470883506,0.8240000000000001,0.0804432166879912,0.588,0.0865126837200444,0.644,0.0440201973845844,0.4679999999999999,0.056725459696487
215,0.6639999999999999,0.0782020175926143,0.5440000000000002,0.0782020175926143,0.792,0.074951836386961,0.8400000000000001,0.077746025264604,0.8160000000000001,0.0782020175926142,0.532,0.0801110340575989,0.532,0.0801110340575989
216,0.6639999999999999,0.068507907086214,0.6039999999999999,0.1040512694140089,0.776,0.0782020175926142,0.744,0.068507907086214,0.5840000000000002,0.1322623655214639,0.5599999999999999,0.0942809041582063,0.54,0.0282842712474619
217,0.6639999999999999,0.0469515116310906,0.568,0.0454116969758037,0.8380000000000001,0.055337349251859,0.8480000000000001,0.0619677335393186,0.744,0.0571936282387392,0.508,0.0214993539954628,0.5139999999999999,0.0558171618371586
218,0.6559999999999999,0.0488080139139283,0.6479999999999999,0.0957775199790291,0.792,0.0342539535431069,0.82,0.0452155332208351,0.63,0.0575422550054402,0.522,0.0239443799947573,0.5,0.0249443825784929
219,0.736,0.0609553570701997,0.6359999999999999,0.0440201973845844,0.8280000000000001,0.0687669171105473,0.8380000000000001,0.0656251984123984,0.8140000000000001,0.0558171618371586,0.568,0.0342539535431069,0.5539999999999999,0.0859198593005262
220,0.714,0.0533749837366615,0.636,0.0665331997326647,0.834,0.050815570667092,0.8,0.0659966329107444,0.63,0.0939266853573691,0.476,0.0497102716861526,0.4939999999999999,0.047187568984497
221,0.7380000000000001,0.0370585122924994,0.6990000000000001,0.0497661196665629,0.6859999999999999,0.0485798312059644,0.6890000000000001,0.0401248052954777,0.719,0.0334829973435938,0.605,0.0483620604284897,0.563,0.0067494855771054
222,0.688,0.0315524255098646,0.6950000000000001,0.044783429475148,0.649,0.036040101122068,0.6410000000000001,0.041217579852399,0.612,0.0311982905514602,0.5640000000000001,0.0499332888295306,0.554,0.0096609178307929
223,0.6950000000000001,0.0365908306668335,0.6990000000000001,0.0438304815295373,0.633,0.0473872931866292,0.6539999999999999,0.0525357021462547,0.868,0.0367574633389072,0.6950000000000001,0.0365908306668335,0.5449999999999999,0.0343996124009171
224,0.7240000000000001,0.053166405433005,0.695,0.0365908306668335,0.649,0.0515213008807468,0.675,0.0395108986370989,0.5740000000000001,0.0377712412645741,0.526,0.0459951688284275,0.5519999999999999,0.0239443799947572
225,0.73,0.1636391694484477,0.76,0.107496769977314,0.6599999999999999,0.1173787790777267,0.7099999999999999,0.1100504934614612,0.67,0.170293863659264,0.61,0.0994428926011753,0.5,0.1154700538379251
226,0.77,0.1159501808728405,0.72,0.1032795558988644,0.64,0.1429840705968481,0.7,0.1154700538379251,0.6000000000000001,0.1490711984999859,0.5399999999999999,0.0843274042711567,0.5,0.0816496580927726
227,0.76,0.1173787790777267,0.7,0.1154700538379251,0.66,0.2170509412813294,0.76,0.107496769977314,0.7299999999999999,0.1337493509849258,0.6599999999999999,0.0966091783079295,0.5599999999999999,0.1646545204697129
228,0.6499999999999999,0.0849836585598797,0.72,0.0788810637746615,0.6,0.1054092553389459,0.55,0.1957890020745121,0.59,0.1370320319406297,0.5599999999999999,0.0516397779494322,0.51,0.0875595035770913
229,0.74,0.1019803902718556,0.728,0.0957775199790291,0.688,0.090037029419382,0.692,0.0731512891965077,0.732,0.0823002632640584,0.74,0.1019803902718556,0.528,0.0880403947691689
230,0.66,0.090921211313239,0.7,0.1054092553389459,0.612,0.1237201142363951,0.6359999999999999,0.1057460269807912,0.5640000000000001,0.0987927122818277,0.5720000000000001,0.0193218356615858,0.5199999999999999,0.1162373051610846
231,0.752,0.1112354859446091,0.776,0.1349238468338508,0.6679999999999999,0.0962404396406324,0.696,0.0735149266778145,0.8520000000000001,0.0801110340575989,0.5640000000000001,0.0665331997326648,0.5600000000000002,0.0679869268479038
232,0.756,0.0969765149118303,0.724,0.089343283028005,0.6199999999999999,0.1070825226947267,0.648,0.1011928851253881,0.6120000000000001,0.0885437744847146,0.5599999999999999,0.0843274042711567,0.5120000000000001,0.0674619234169254
233,0.724,0.0658618081878851,0.724,0.0497102716861526,0.654,0.0516827931821714,0.6639999999999999,0.0758946638440411,0.722,0.0511642236115996,0.548,0.0103279555898864,0.538,0.0257336787541584
234,0.6759999999999999,0.0539958846168442,0.6240000000000001,0.0716782936304832,0.6619999999999999,0.0493963561409138,0.67,0.0641179468722378,0.6100000000000001,0.0641179468722378,0.534,0.0096609178307929,0.524,0.0245854518861143
235,0.75,0.0316227766016838,0.698,0.0345768066130398,0.66,0.0639444203108362,0.714,0.0566078125742767,0.8300000000000001,0.0391578004149024,0.71,0.046427960923947,0.53,0.0343187671366233
236,0.724,0.027968235951204,0.718,0.0635609943282828,0.6180000000000001,0.0520256347070044,0.6319999999999999,0.0526624470883506,0.5660000000000001,0.0573875712444195,0.5120000000000001,0.0719258877827262,0.518,0.0220100986922922
237,0.783,0.05056349144063,0.741,0.05425249610233,0.7230000000000001,0.0449814776695178,0.796,0.0403319558993444,0.774,0.0347051068928543,0.58,0.0,0.5770000000000001,0.0105934990547137
238,0.779,0.0443345864484552,0.75,0.0355902608401044,0.6709999999999999,0.0783794190673376,0.784,0.054609726443393,0.6340000000000001,0.039496835316263,0.557,0.0156702123647241,0.5600000000000002,0.0066666666666666
