dataset,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd
357,0.6888888888888889,0.0876456264162906,0.5777777777777778,0.2388817110606978,0.6222222222222222,0.0573775310549246,0.3222222222222222,0.1330243333042072,0.5333333333333334,0.2015032667960806,0.7111111111111111,0.0573775310549247,0.7111111111111111,0.0573775310549247
358,0.77825311942959,0.0752881193707184,0.77825311942959,0.0752881193707184,0.8582887700534758,0.0416708368183991,0.8139928698752227,0.0469945792949053,0.8108734402852049,0.0788374675572581,0.7522281639928698,0.0147351120233359,0.7581105169340463,0.0184874066497753
359,0.5449999999999999,0.1012422836565829,0.5449999999999999,0.0984603699182795,1.0,0.0,0.575,0.1550089603144856,0.86,0.1308094458023239,0.5,0.0,0.55,0.1247219128924647
360,0.6777056277056277,0.1222616982065755,0.5844155844155845,0.1548657223169798,0.601948051948052,0.1169786099143842,0.5493506493506494,0.2754598667969629,0.7811688311688311,0.09381978806905,0.645021645021645,0.0197854389621963,0.6307359307359306,0.0417748294690835
361,0.8440000000000001,0.0809938269252663,0.764,0.0579655069847577,0.86,0.0471404520791031,0.8440000000000001,0.0548128127762519,0.8520000000000001,0.0731512891965077,0.692,0.0755424825291482,0.692,0.0755424825291482
362,0.525,0.1622089035628492,0.625,0.2553441154284755,0.575,0.1861318396416772,0.7916666666666667,0.3315926773975923,0.75,0.2484519974999766,0.4416666666666666,0.0966251507273671,0.5833333333333333,0.1924500897298752
363,0.6404761904761905,0.1849223380260833,0.7357142857142857,0.2395326978270279,0.7071428571428571,0.1820386498599458,0.7547619047619047,0.2242116167382343,0.8547619047619047,0.1399393382596266,0.5238095238095238,0.0549857399228214,0.5071428571428571,0.0817498843290037
364,0.6553966764942375,0.0125950932210647,0.4902351171863367,0.0146568822729308,0.6456307513624586,0.0178044641922508,0.6458746538014831,0.0171158453056121,0.5513919413919414,0.0207485437651504,0.5039063104916763,0.0005152934163227,0.5034192501265672,0.0086956265283083
365,0.698729563119807,0.0197927460422025,0.5772636171416659,0.0275690651251802,0.8270264153190983,0.0076781497885616,0.8272701688555346,0.0076706552602274,0.7454845290211144,0.0159013274549623,0.6623526608892463,0.0157521876606841,0.4976809910956252,0.0078055624484784
366,0.8300000000000001,0.0948683298050513,0.4349999999999999,0.2135025370653317,0.845,0.0926462807312486,0.8350000000000002,0.0944281031614352,0.8399999999999999,0.045946829173634,0.575,0.1160699023098676,0.5349999999999999,0.1001387925719986
367,0.7,0.1668366480129033,0.7267857142857143,0.1298792610426298,0.8517857142857143,0.102079428635582,0.6410714285714285,0.2127008188089446,0.8910714285714286,0.0579860898950359,0.7178571428571427,0.1462397156102565,0.7428571428571428,0.1378589933258484
368,0.5546357755887202,0.0023380883110929,0.4999788610324271,0.0175059526562141,0.5596837610451105,0.0130103517377476,0.5555553206781381,0.0136269627235029,0.5174924956665116,0.0406866039140345,0.5546357755887202,0.0023380883110929,0.5491333023295143,0.0109085905256697
369,0.9600000000000002,0.0843274042711567,0.9600000000000002,0.0843274042711567,0.94,0.1349897115421106,0.9200000000000002,0.1398411797560202,0.66,0.1646545204697129,0.54,0.1349897115421105,0.4600000000000001,0.2988868236194652
370,0.9428571428571428,0.0737711113563317,0.911904761904762,0.0761656705651433,0.9690476190476188,0.0654942255104055,0.9404761904761904,0.0771516749810459,0.938095238095238,0.0803118135915779,0.8476190476190476,0.1750355397090822,0.8476190476190476,0.1750355397090822
371,0.95,0.1054092553389459,0.95,0.1054092553389459,0.925,0.1687371394276382,0.925,0.1687371394276382,0.95,0.1054092553389459,0.95,0.1054092553389459,0.75,0.1666666666666666
372,0.6857142857142857,0.1621846320564419,0.5285714285714286,0.1176103717640806,0.6285714285714286,0.2150779007740231,0.6857142857142857,0.1126872339638022,0.5,0.2048172682629196,0.7142857142857142,0.0952380952380952,0.6714285714285714,0.096421222530079
373,0.6266666666666666,0.1755414902945022,0.6666666666666667,0.2108185106778919,0.6866666666666666,0.2331745491479942,0.6066666666666667,0.2836272984824353,0.5466666666666666,0.214993539954628,0.6866666666666666,0.0996289412064884,0.53,0.0948683298050513
374,0.9,0.0657342198122179,0.8416666666666668,0.0614887322810518,0.9416666666666668,0.0790569415042094,0.9333333333333332,0.0765780486227234,0.9249999999999998,0.0997682499781554,0.9,0.0657342198122179,0.5083333333333334,0.0473038510164622
375,0.7300000000000001,0.2359378449224851,0.51,0.2469817807045693,0.93,0.1135292424395093,0.89,0.1663329993316619,0.595,0.2842631800911886,0.635,0.1732852497409337,0.7150000000000001,0.1856669658884482
376,0.7360398860398861,0.2897342750073613,0.3943019943019943,0.2653414486396694,0.9007122507122507,0.1324336092214436,0.6641025641025641,0.1152757234957146,0.8210826210826212,0.1533135352555924,0.6173789173789175,0.0109972986128882,0.6401709401709402,0.0356802142603602
377,0.8772156862745097,0.1158680968415925,0.8005490196078432,0.0970502097804031,0.8379607843137254,0.0960023352557467,0.8301960784313727,0.0978743712180582,0.7989411764705883,0.0830093252580598,0.5585882352941176,0.1036574437749826,0.612,0.0776609657227658
378,0.9104761904761904,0.1889462364592342,0.8352380952380953,0.1893644806334419,0.9028571428571428,0.2087431343664378,0.9033333333333332,0.2039426208338821,0.8352380952380953,0.1893644806334419,0.5561904761904761,0.0196722963616884,0.5561904761904761,0.0196722963616884
379,0.7114886731391585,0.1702663605605218,0.5759661146011803,0.0791931656924067,0.6385874738244812,0.1864909589955581,0.560413097277746,0.1686018062500037,0.5428707405292214,0.0781722594574532,0.5955549209975253,0.1859098085543767,0.5611460118027793,0.2360584154848325
380,0.52,0.0918936583472681,0.58,0.1567021236472421,0.6799999999999999,0.1873795909674026,0.6799999999999999,0.1873795909674026,0.58,0.1567021236472421,0.52,0.0918936583472681,0.5599999999999999,0.06992058987801
381,,,,,,,,,,,,,,
382,0.8083333333333333,0.1363659745403731,0.7083333333333333,0.2124591463996993,0.7416666666666667,0.2058181505871411,0.7083333333333334,0.1429948630692638,0.6916666666666667,0.2358658857261531,0.8083333333333333,0.1363659745403731,0.7,0.1314684396244359
383,0.935064935064935,0.0070692344669067,0.9073593073593073,0.014884614093192,0.980952380952381,0.0079561608958673,0.82987012987013,0.0225450215669776,0.9935064935064936,0.0051017805280414,0.8571428571428571,0.0,0.8571428571428571,0.0
384,0.593738656987296,0.1743960238184214,0.5208408953418029,0.1056746857317963,0.5208106473079249,0.1301848890498535,0.4480338777979432,0.1147638025611445,0.5074107683000605,0.1149211452781932,0.5350574712643679,0.1068836580145247,0.5850574712643679,0.0052773934634154
385,0.9283088235294118,0.0547301781209867,0.9283088235294118,0.0547301781209867,0.9341911764705882,0.052351529778287,0.9283088235294118,0.0547301781209867,0.8988970588235293,0.0729604210460417,0.7727941176470587,0.0214233072386393,0.7727941176470587,0.0214233072386393
386,0.825,0.2058181505871411,0.95,0.1054092553389459,0.75,0.2635231383473649,0.8,0.2838231060987733,0.95,0.1054092553389459,0.575,0.1207614728849119,0.575,0.1207614728849119
388,,,,,,,,,,,0.6904761904761904,0.1489020876134422,,
389,0.6333333333333333,0.2194268628681277,0.5083333333333333,0.2237792673458092,0.475,0.1966148707687376,0.3916666666666666,0.2005009159179843,0.45,0.172132593164774,0.5833333333333333,0.2721655269759087,0.4999999999999999,0.2078698548207745
390,0.8600000000000001,0.1646545204697129,0.9200000000000002,0.1398411797560202,0.94,0.1349897115421106,0.8,0.2108185106778919,0.8799999999999999,0.1686548085423135,0.5200000000000001,0.1032795558988644,0.8,0.2666666666666666
391,0.828888888888889,0.1328385882753179,0.7244444444444444,0.152689649104838,0.8422222222222222,0.1533172294280919,0.8099999999999999,0.0997183963639016,0.6244444444444445,0.1446627030994458,0.6133333333333333,0.0493580185154301,0.5911111111111111,0.0688530372659096
392,0.711111111111111,0.2156433574519946,0.7277777777777777,0.209840229247634,0.4652777777777778,0.1898994842777193,0.6805555555555556,0.1839076302411222,0.7513888888888889,0.2199390815395876,0.5777777777777777,0.1701286530052718,0.5777777777777777,0.1701286530052718
393,0.700952380952381,0.1383741026718852,0.619047619047619,0.0785353452498602,0.6533333333333333,0.1324954778484524,0.6476190476190476,0.1536160265007645,0.611904761904762,0.0853682019652371,0.4895238095238096,0.057310160726958,0.5038095238095239,0.107627943631944
394,0.8966666666666668,0.0895117069383236,0.8466666666666667,0.0958393717904347,0.8633333333333335,0.1328230977979431,0.8800000000000001,0.1146115285175789,0.7966666666666666,0.1527121070980326,0.8966666666666668,0.0895117069383236,0.7466666666666667,0.0849109918868569
395,0.9172727272727272,0.1386309818461949,0.8054545454545454,0.2109578487702209,0.860909090909091,0.1159501808728405,0.6772727272727272,0.2048650701552047,0.8145454545454545,0.1473487769725233,0.6463636363636364,0.046443780997981,0.6554545454545455,0.0307392840070684
396,0.9666666666666668,0.0702728368926306,0.9666666666666668,0.0702728368926306,0.8666666666666666,0.1054092553389459,0.95,0.1124914262850921,0.9166666666666669,0.1178511301977579,0.6833333333333333,0.1657381543352922,0.6833333333333333,0.1657381543352922
397,0.7583333333333333,0.1902321518695992,0.6,0.2317405957179356,0.6666666666666667,0.1842569327975222,0.7083333333333333,0.2196026152894707,0.5083333333333333,0.2404021835935423,0.5,0.1111111111111111,0.3833333333333333,0.1892154040658488
398,0.5,0.1416394309331329,0.425,0.2762457753433737,0.575,0.1861318396416772,0.55,0.1765583175785633,0.5166666666666667,0.2108185106778919,0.525,0.1622089035628492,0.5333333333333334,0.1372121003914274
399,0.525,0.1495363203743863,0.805,0.2576065044037341,0.7,0.2297341458681703,0.64,0.211869981094276,0.38,0.2043961295567452,0.545,0.0831664996658309,0.67,0.1602081978759722
400,0.8833333333333332,0.1531560972454469,0.825,0.2203042228766483,0.9083333333333332,0.1493297783968401,0.9083333333333332,0.1493297783968401,0.825,0.2203042228766483,0.8833333333333332,0.1531560972454469,0.875,0.1317615691736824
401,0.95,0.1054092553389459,0.875,0.2429563289518875,0.95,0.1054092553389459,0.6166666666666667,0.2783327788861188,0.7583333333333334,0.2371708245126284,0.6166666666666667,0.1054092553389459,0.7083333333333333,0.2553441154284755
402,0.575,0.0997682499781554,0.7666666666666667,0.1875771446237125,0.6583333333333333,0.1641006165304659,0.4916666666666666,0.1269903272295829,0.7583333333333333,0.2167734779458519,0.525,0.1245361765081105,0.525,0.1245361765081105
403,0.4393939393939393,0.0981930408849675,0.5606060606060606,0.155051327606149,0.4946969696969696,0.2004372961369351,0.5196969696969697,0.1587176959557088,0.5522727272727271,0.0961885890784938,0.4393939393939393,0.0981930408849675,0.4393939393939393,0.0981930408849675
404,0.7333333333333333,0.2056765593468342,0.6476190476190475,0.2078092425276589,0.7595238095238095,0.1762012008747963,0.75,0.2064255048196818,0.761904761904762,0.1854495467547289,0.5833333333333333,0.1225670254879404,0.5833333333333333,0.1455867962527312
405,0.8699999999999999,0.1475729574745243,0.7550000000000001,0.2006240264773888,0.76,0.1882669499525725,0.805,0.1921371038260613,0.7550000000000001,0.2408895551446301,0.78,0.1798147194568157,0.765,0.1886354508922788
406,0.6583333333333334,0.2095335796182901,0.525,0.1114577924874382,0.6500000000000001,0.1956312984628778,0.6500000000000001,0.1956312984628778,0.5499999999999999,0.0978156492314389,0.6583333333333334,0.2095335796182901,0.6583333333333334,0.2095335796182901
407,0.6000000000000001,0.1165343164633501,0.6166666666666667,0.1765583175785633,0.7333333333333334,0.1610152971798826,0.7,0.1531560972454469,0.5666666666666667,0.2744242007828549,0.75,0.161970885967925,0.5666666666666667,0.086066296582387
408,0.7125,0.1340275778799763,0.6027777777777779,0.1887617582344,0.6680555555555555,0.1404922880104022,0.7375,0.1598999279813782,0.5444444444444445,0.1606154572352258,0.7347222222222222,0.1080698759116574,0.6319444444444444,0.116984062671234
409,0.96,0.1264911064067351,0.86,0.154200446749605,0.885,0.1546501427954939,1.0,0.0,0.96,0.1264911064067351,0.825,0.1207614728849119,0.71,0.1468181036369682
410,0.76,0.268535120814971,0.805,0.1674149867179691,0.7150000000000001,0.289683735592226,0.76,0.2105548226313834,0.655,0.2793345266482068,0.76,0.268535120814971,0.64,0.2105548226313834
411,0.7777777777777778,0.0523782800878924,0.7333333333333333,0.1405456737852612,0.7555555555555555,0.0876456264162905,0.3111111111111111,0.1799253007628314,0.7000000000000001,0.1177055450523755,0.788888888888889,0.0351364184463153,0.788888888888889,0.0351364184463153
412,0.9857142857142858,0.0451753951452625,0.9732142857142858,0.0566258856858346,0.9428571428571428,0.0998865569685858,0.9714285714285716,0.0602338601936834,0.9303571428571428,0.0736028211649982,0.6767857142857142,0.062116168324736,0.6767857142857142,0.062116168324736
413,0.4928571428571429,0.0817498843290037,0.5095238095238095,0.1855174645547553,0.6904761904761905,0.1374643498070537,0.6595238095238096,0.2153266896377343,0.4904761904761905,0.2014685314410112,0.5071428571428571,0.0817498843290037,0.6428571428571429,0.191136421885592
414,0.5546357755887202,0.0023380883110929,0.501355007821418,0.0168338000388371,0.5596837610451105,0.0130103517377476,0.5555553206781381,0.0136269627235029,0.5174924956665116,0.0406866039140345,0.5491333023295143,0.0109085905256697,0.5491333023295143,0.0109085905256697
415,0.4599999999999999,0.1074967699773139,0.5,0.2160246899469286,0.42,0.1316561177208766,0.51,0.1523883926754994,0.41,0.1791957340762081,0.41,0.0875595035770913,0.44,0.0843274042711567
416,0.78,0.2529822128134703,0.7,0.2108185106778919,0.82,0.2529822128134703,0.82,0.2529822128134703,0.6766666666666666,0.1750132270133593,0.8166666666666667,0.2460803843372233,0.7766666666666666,0.2266503262083917
417,0.5699604743083004,0.1752929644121739,0.4950592885375494,0.1347525650487879,0.7003952569169959,0.2078832619645854,0.6741106719367588,0.1848772887481181,0.6047430830039525,0.0895140329457867,0.5699604743083004,0.1752929644121739,0.6571146245059288,0.1335231779741377
418,0.911776611694153,0.0477110563550552,0.8780359820089956,0.0540238322031164,0.8538755622188907,0.1412113732155155,0.7192428785607196,0.1823438269559823,0.8798725637181409,0.138163630711383,0.7785607196401798,0.0034839430400666,0.7785607196401798,0.0034839430400666
419,0.978409090909091,0.0149048738595434,0.978409090909091,0.0149048738595434,0.9535984848484848,0.0300023221646577,0.7830492424242423,0.0874117379010995,0.962784090909091,0.019869070162248,0.978409090909091,0.0149048738595434,0.978409090909091,0.0149048738595434
420,0.9953271028037384,0.0049256661373339,0.9953271028037384,0.0049256661373339,0.9953271028037384,0.0066084745905284,0.929527420208076,0.0522772789404159,0.9906365720331513,0.0062306404970117,0.9953271028037384,0.0049256661373339,0.9953271028037384,0.0049256661373339
421,0.7111904761904762,0.1581578969984363,0.6197619047619047,0.1353124562683184,0.6626190476190477,0.1490037885415939,0.6071428571428571,0.2291136645916063,0.6057142857142858,0.1598224323320828,0.5035714285714286,0.1130067880243561,0.4788095238095239,0.1826792082358939
422,0.8462063086104006,0.0598807197903214,0.8317135549872121,0.0702410127968294,0.975063938618926,0.0240089301221465,0.8634057971014493,0.2045012939061644,0.9486572890025576,0.0434881790465631,0.8653239556692242,0.0054360129512044,0.8653239556692242,0.0054360129512044
423,0.7280365107354008,0.0591729192356024,0.6157016906959859,0.0479824408368946,0.8281246758634996,0.0579539953671036,0.5512602427134115,0.144205532684936,0.4786069909760398,0.0570670145423919,0.532366974380251,0.0746861664231923,0.5368685820972928,0.0655135122369504
424,0.7720140526266152,0.0558390218616011,0.3957837404508158,0.0380218657367668,0.8832877487503537,0.0187469483205899,0.8217730830896915,0.0813311640328338,0.7883150995001416,0.0404220221356958,0.6776733000094314,0.0247535187495765,0.6139988682448364,0.0248822694134607
425,0.7941595441595442,0.0174626548418169,0.7497150997150996,0.1034506939041536,0.8123931623931625,0.0886250304548342,0.5609686609686608,0.1409765503336165,0.7561253561253561,0.0500619875870841,0.7941595441595442,0.0174626548418169,0.7941595441595442,0.0174626548418169
426,0.7251260504201681,0.0533397619880921,0.6794957983193277,0.1042379684412698,0.7769747899159664,0.1047275966531337,0.7308403361344538,0.0816218333106933,0.8885714285714286,0.1162138930345264,0.7278151260504202,0.0144384106052505,0.7249579831932774,0.0139497485731078
427,0.937770789657582,0.0398692008371747,0.9039482879105524,0.0314001132541425,0.9134171907756812,0.0178996848688776,0.8266946191474492,0.0526108461906882,0.9698462613556954,0.0269946388794254,0.8964360587002098,0.0097433543300815,0.8964360587002098,0.0097433543300815
429,0.925,0.0645497224367902,0.925,0.0645497224367902,0.95,0.0645497224367902,0.95,0.0645497224367902,0.9214285714285716,0.0679719163029533,0.925,0.0645497224367902,0.925,0.0645497224367902
430,,,,,,,,,,,0.6399999999999999,0.2221110833194357,,
431,,,,,,,,,,,0.4066666666666666,0.1429840705968481,,
432,,,,,,,,,,,0.7781818181818181,0.0351306102937925,,
433,0.8242105263157894,0.2395774468344256,0.8189473684210526,0.1962278937172269,0.7336842105263158,0.3288170502094807,0.6936842105263159,0.2335614239346573,0.8368421052631578,0.2015788710243698,0.4473684210526316,0.0916656173867588,0.7642105263157895,0.1787890596617269
434,0.686968766001024,0.1121197866854081,0.6,0.0886869400698242,0.7008960573476701,0.1596643493643157,0.5733230926779314,0.2030274752578624,0.651510496671787,0.0596230348724337,0.7056323604710701,0.0063699565675788,0.7056323604710701,0.0063699565675788
435,0.7303123399897593,0.2311211602088389,1.0,0.0,0.5984639016897082,0.2219393557949359,0.559984639016897,0.1682832157613844,0.5974398361495136,0.1891749247132599,0.7303123399897593,0.2311211602088389,0.4991807475678443,0.0169443395677243
436,0.6354166666666667,0.0662967165825701,0.7275,0.1464629266705021,0.6554166666666666,0.1037872720496409,0.7279166666666667,0.1118732541763222,0.7333333333333334,0.2845832994414599,0.6558333333333334,0.0235865885726153,0.6745833333333333,0.1080560911154965
437,0.8166666666666667,0.1114577924874382,0.8666666666666668,0.0851650539819771,0.925,0.0614887322810518,0.6708333333333333,0.1660288722474289,0.9333333333333332,0.05957669608202,0.6250000000000001,0.1210805262094631,0.5791666666666666,0.0131761569173682
438,0.6994627192982457,0.0836984864583448,0.6534429824561404,0.0042740347292534,0.9663157894736842,0.106518826447777,0.6285416666666666,0.0964318310506519,0.7382236842105263,0.0663660407863253,0.6534429824561404,0.0042740347292534,0.6534429824561404,0.0042740347292534
439,0.9478021978021977,0.1122233972520623,0.9478021978021977,0.1122233972520623,0.9692307692307692,0.0743147525445612,0.94010989010989,0.1108762226272441,0.9478021978021977,0.1122233972520623,0.9478021978021977,0.1122233972520623,0.9478021978021978,0.0775852365566854
440,0.5649122807017544,0.0699286324864452,0.602046783625731,0.1183835443851757,0.7266081871345029,0.0931628076711487,0.5330409356725146,0.0735728657373805,0.7359649122807018,0.1181795482208445,0.5862573099415205,0.0186080731891196,0.5698830409356725,0.0714425616109086
441,,,,,,,,,,,0.9333333333333332,0.0573775310549247,,
442,0.7517927170868347,0.0491613175539825,0.723501400560224,0.0365532087402291,0.9681232492997198,0.0157409511272192,0.8049579831932773,0.0331327281273481,0.9255882352941176,0.0308271086114066,0.7423249299719888,0.0042361898545094,0.7588795518207283,0.0135381370800968
443,0.6631868131868133,0.0774900611442405,0.6274725274725275,0.0888910692214717,0.7027472527472527,0.1608690539762206,0.6637362637362637,0.1405324137336254,0.6884615384615385,0.123542910368872,0.6862637362637363,0.0314517448315433,0.6862637362637363,0.0314517448315433
444,0.78,0.2529822128134703,0.7,0.2108185106778919,0.82,0.2529822128134703,0.82,0.2529822128134703,0.6766666666666666,0.1750132270133593,0.8166666666666667,0.2460803843372233,0.7766666666666666,0.2266503262083917
445,0.8473684210526317,0.0630115263019928,0.8263157894736842,0.0543576609994023,0.8394736842105264,0.0649952054485708,0.8421052631578947,0.0620269106303988,0.7763157894736843,0.1197938621381373,0.8473684210526317,0.0630115263019928,0.6026315789473685,0.1978843160127995
446,0.7261904761904763,0.298912533099468,0.7714285714285716,0.3270765780845043,0.8261904761904763,0.1250094478666852,0.7928571428571429,0.2256119027503545,0.7714285714285716,0.3270765780845043,0.8595238095238095,0.0507564347787919,0.8595238095238095,0.0507564347787919
447,0.7227272727272727,0.182385478615808,0.640909090909091,0.1362794352834476,0.7045454545454545,0.1592711821335503,0.6954545454545455,0.1818813021748197,0.6401515151515152,0.1332055746959892,0.7227272727272727,0.182385478615808,0.5772727272727274,0.1250344305198652
448,0.5208333333333334,0.082102536347075,0.5930555555555556,0.1902152506077943,0.5666666666666667,0.1331853602767357,0.5555555555555556,0.1657640165737792,0.4791666666666666,0.1610751875658778,0.5208333333333334,0.082102536347075,0.5333333333333334,0.162393787173287
449,0.8049242424242424,0.1906382734217748,0.8180871212121212,0.1614412536509638,0.9227272727272726,0.0954569671276372,0.8255681818181818,0.2265190751943315,0.8418560606060606,0.1372434672735069,0.5417613636363636,0.0127084603480081,0.609185606060606,0.2075676787993246
450,0.6178571428571429,0.2129921272218844,0.6428571428571428,0.1803483024707514,0.5625,0.1396591453172626,0.5553571428571428,0.2611528709309259,0.6535714285714285,0.1711141296079138,0.675,0.1893194040099796,0.5642857142857143,0.0919059955505656
451,0.8692307692307694,0.1885966722916235,0.8461538461538461,0.1849000654084096,0.8692307692307691,0.1814906499403732,0.6461538461538462,0.1856098571369626,0.6076923076923076,0.2189269149347339,0.8076923076923077,0.0405420212842099,0.8076923076923077,0.0405420212842099
452,0.7150000000000001,0.2173706511928415,0.775,0.22391714737574,0.8699999999999999,0.1751190071541826,0.845,0.2087662169349565,0.865,0.1510150838676572,0.7150000000000001,0.2173706511928415,0.615,0.1028753290800731
453,0.8384870745022479,0.1795898150297655,0.5265600246199957,0.0511976241029486,0.9186797527296082,0.1335791788613346,0.6915660458146008,0.2214689725750565,0.9379957450224792,0.102082523436174,0.500515012845215,0.1125253583566525,0.5304918646970669,0.141730460145763
454,0.9561310782241014,0.0431379448704803,0.9561310782241014,0.0431379448704803,0.9538583509513744,0.0411214660392987,0.9447145877378436,0.0492764981622585,0.9285412262156448,0.0457206321494768,0.6137949260042284,0.0084934672897085,0.6137949260042284,0.0084934672897085
455,0.9282828282828282,0.0385224033265012,0.9262626262626265,0.0375084779572622,0.9313131313131316,0.0422689692295628,0.9363636363636364,0.0395676620752123,0.9767676767676766,0.024303141323392,0.909090909090909,1.1702778228589004e-16,0.909090909090909,1.1702778228589004e-16
456,,,,,,,,,,,,,,
457,0.7524000000000001,0.0165139671524171,0.7116,0.0182037847102677,0.8502000000000001,0.0172935440747889,0.8562,0.0231986589650733,0.8309999999999998,0.0159791530856091,0.6618,0.001135292424395,0.6618,0.001135292424395
458,0.5238095238095237,0.1016368926576642,0.5857142857142857,0.1778911203317066,0.7690476190476191,0.1995364999563108,0.6619047619047619,0.2285934733637421,0.7047619047619047,0.1564116384898414,0.6523809523809525,0.1813973920909416,0.5238095238095238,0.1871400971833587
459,0.8158100974772499,0.0331248376626997,0.7442929313958169,0.0110737066861948,0.8477411833284755,0.0195130916707755,0.808338075344779,0.0169306318400934,0.7838514848278766,0.0193822235287459,0.7862865655345981,0.0185985266042592,0.7170531984288906,0.0725065529891391
460,0.915,0.1106797181058932,0.92,0.1032795558988644,0.51,0.3025814858109391,0.9,0.1414213562373095,0.78,0.1358103252497557,0.6300000000000001,0.1686548085423135,0.47,0.1159501808728405
461,0.877124183006536,0.1161262961761091,0.8545751633986928,0.1336477454031276,0.9888888888888888,0.0234242789642102,0.9549019607843136,0.0440281240228989,0.7856209150326798,0.1216459097948427,0.6009803921568627,0.0185792928164175,0.7415032679738562,0.1227263302133011
462,0.5144736842105264,0.1332597326869665,0.4594736842105263,0.1161954605032023,0.5618421052631579,0.1039186798815131,0.5702631578947368,0.0996921237835528,0.5547368421052632,0.0967206204701484,0.5568421052631578,0.1005693242555849,0.5563157894736842,0.0716640361131171
463,1.0,0.0,0.975,0.0790569415042094,1.0,0.0,0.925,0.1207614728849119,1.0,0.0,1.0,0.0,0.975,0.0790569415042094
464,0.6799999999999999,0.1686548085423136,0.6599999999999999,0.211869981094276,0.68,0.2529822128134703,0.5399999999999999,0.1897366596101027,0.5399999999999999,0.2836272984824353,0.5200000000000001,0.1032795558988644,0.52,0.1932183566158591
465,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9888888888888888,0.0143443827637311,0.9888888888888888,0.0143443827637311
466,1.0,0.0,1.0,0.0,1.0,0.0,0.99,0.0316227766016837,1.0,0.0,0.5945454545454545,0.017248787237282,0.7,0.253859103528797
